Average Utilization
Time
Utilization (%)

0 0.0
1000 0.0
2000 0.0
3000 26.718834290175295
4000 27.903692050292115
5000 28.100902525812703
6000 27.78098860642209
7000 27.46102695803091
8000 27.261049705150096
9000 27.304586123446413
10000 27.41704840456765
11000 27.42418602426144
12000 27.418636997483592
13000 27.389457616091025
14000 27.388991658824462
15000 27.388991658824462
16000 27.379632636141885
17000 27.391237395720655
18000 27.391237395720655
19000 27.409312583745724
20000 27.409312583745724
21000 27.409312583745724
22000 27.409312583745724
23000 27.409312583745724
24000 27.409312583745724
25000 27.409312583745724
26000 27.409312583745724
27000 27.409312583745724
28000 27.409312583745724
29000 27.409312583745724
30000 27.409312583745724
31000 27.378834594190334
32000 27.36474373784411
33000 27.337542091730075
34000 27.342033444882773
35000 27.3447557537508
36000 27.33093731868441
37000 27.40764956659173
38000 27.545172325512286
39000 27.54026924307982
40000 27.54026924307982
41000 27.54026924307982
42000 27.54026924307982
43000 27.54026924307982
44000 27.54026924307982
45000 27.54026924307982
46000 27.54026924307982
47000 27.54026924307982
48000 27.54026924307982
49000 27.54026924307982
50000 27.54026924307982
51000 27.54026924307982
52000 27.54026924307982
53000 27.54026924307982
54000 27.54026924307982
55000 27.54026924307982
56000 27.54026924307982
57000 27.54026924307982
58000 27.54026924307982
59000 27.54026924307982
60000 27.54026924307982
61000 27.54026924307982
62000 27.54026924307982
63000 27.54026924307982
64000 27.54026924307982
65000 27.54026924307982
66000 27.54026924307982
67000 27.54026924307982
68000 27.54026924307982
69000 27.54026924307982
70000 27.54026924307982
71000 27.54026924307982
72000 27.54026924307982
73000 27.54026924307982
74000 27.54026924307982
75000 27.54026924307982
76000 27.54026924307982
77000 27.54026924307982
78000 27.54026924307982
79000 27.54026924307982
80000 27.54026924307982
81000 27.54026924307982
82000 27.54026924307982
83000 27.54026924307982
84000 27.54026924307982
85000 27.54026924307982
86000 27.54026924307982
87000 27.54026924307982
88000 27.54026924307982
89000 27.54026924307982
90000 27.54026924307982
91000 27.54026924307982
92000 27.54026924307982
93000 27.54026924307982
94000 27.54026924307982
95000 27.54026924307982
96000 27.54026924307982
97000 27.54026924307982
98000 27.54026924307982
99000 27.54026924307982
