Average Rejection Rate
Time
Rejection (%)

0 0.0
1000 12.5
2000 39.811912225705335
3000 64.82084690553745
4000 76.20099392600773
5000 91.46170063246663
6000 99.40711462450594
7000 106.33935289691496
8000 107.4137196420963
9000 111.34958984155523
10000 112.70643443732516
11000 115.49348791688625
12000 116.65262748655478
13000 118.61351819757367
14000 118.94405043341214
15000 117.85526126730208
16000 116.61227729758335
17000 116.04140786749481
18000 117.05113728020649
19000 117.0490506329114
20000 116.24874235740268
21000 115.47141234380915
22000 114.7064291823151
23000 113.20535617084589
24000 112.45685821028286
25000 111.03633447241788
26000 110.54296619786115
27000 110.1446309182699
28000 108.9695298311697
29000 107.61961210444862
30000 106.8668415767823
31000 106.64008489018939
32000 105.65240862468642
33000 105.20267512323778
34000 104.49034018668404
35000 103.2370820668693
36000 102.75452335943828
37000 102.42088984059006
38000 101.92267995635635
39000 101.32873872032239
40000 100.12888812510741
41000 99.48372171754217
42000 98.97580442608769
43000 98.03797642274189
44000 97.79193552778457
45000 96.80828237313594
46000 96.01750085659313
47000 95.18884309303472
48000 94.56826643545672
49000 93.59542960234533
50000 92.63540209575694
51000 92.22651533446027
52000 91.7363642862249
53000 91.19858989424206
54000 91.07480452794958
55000 90.79915511918854
56000 90.03504111032224
57000 89.42596143002143
58000 89.14450196358443
59000 88.80187594018228
60000 88.24944768904346
61000 87.37292324886626
62000 86.51012213836744
63000 86.08203794306476
64000 85.72331532266287
65000 85.28676292651448
66000 84.82845138294272
67000 84.65436334240309
68000 84.48093427910804
69000 84.41794191130543
70000 84.0283028012019
71000 83.98781052306742
72000 83.58772047417507
73000 83.38338718874738
74000 83.21886057028249
75000 83.0787198372483
76000 82.6631287839151
77000 82.3576286577343
78000 81.97408326440585
79000 81.45275547644131
80000 81.37673714378414
81000 81.09579230080573
82000 80.64841702670161
83000 80.41731012213955
84000 80.14837777119868
85000 80.07068117247591
86000 79.7235895494131
87000 79.5809817000171
88000 79.28550800958092
89000 78.99659577336614
90000 78.75897384406848
91000 78.53461461727738
92000 78.21322038926152
93000 77.97000964793224
94000 77.89430894308943
95000 77.67445621411821
96000 77.41743863085395
97000 77.19421362382175
98000 76.8643718927135
99000 76.62196789863388
