Average Utilization
Time
Utilization (%)

0 0.0
1000 0.0
2000 100.0
3000 59.02839085378484
4000 61.887578779277774
5000 67.60023671080133
6000 69.06972141091076
7000 73.71057975105904
8000 75.05740817560086
9000 73.74335730791252
10000 71.71676743655661
11000 70.5933334645644
12000 70.02379638278568
13000 71.77835192999522
14000 74.64119476118425
15000 76.76822190068447
16000 78.58542440011854
17000 82.13143342023724
18000 84.94390885507617
19000 87.02333531280009
20000 89.65596088650469
21000 90.01814514341355
22000 92.34777869488867
23000 93.56717525699997
24000 94.94865466003235
25000 95.49475457493563
26000 96.18575589019586
27000 96.785450922788
28000 95.90815746180363
29000 97.28375938124141
30000 97.04446660958287
31000 96.04256542556773
32000 95.83092449487677
33000 96.35256948615898
34000 95.20195403102164
35000 95.99407175944393
36000 96.55515245421482
37000 96.63901156417272
38000 95.95462376747982
39000 95.18354745234772
40000 93.62338202298676
41000 93.71169688609352
42000 93.86150542992311
43000 96.11166173806855
44000 96.65604930901988
45000 96.13025764740671
46000 96.01057720240797
47000 95.763763229734
48000 97.26638657857671
49000 97.83017438860355
50000 97.30029886625285
51000 97.20255435800799
52000 96.26235001632402
53000 88.10236687334239
54000 91.76186381668927
55000 94.96426567165294
56000 96.84172176616111
57000 98.12925233009669
58000 98.21307124268169
59000 98.04767530781761
60000 96.89111642672879
61000 95.56643999697945
62000 95.88098374965656
63000 95.93836914157411
64000 97.22274035807216
65000 98.02159467251298
66000 97.67078021825559
67000 97.70818315462947
68000 98.01974850593982
69000 98.05452299749132
70000 98.52007672363887
71000 98.02897479776584
72000 97.31744494201467
73000 96.90557260809338
74000 97.18176614110381
75000 96.8313534348112
76000 98.00911187500958
77000 97.80845787436523
78000 98.49244008602837
79000 98.31122288522327
80000 98.37806987543627
81000 97.9185667696259
82000 98.37390604464156
83000 98.29678325617573
84000 98.45363121891941
85000 97.59990850796586
86000 98.60824897106819
87000 97.93244945275237
88000 98.30494233016886
89000 98.5312097628236
90000 97.91422082376417
91000 98.34079037172192
92000 98.0185202104805
93000 97.64548866004456
94000 97.85677542445359
95000 98.98819553154165
96000 98.2591848601774
97000 95.85821135427335
98000 96.97576316039194
99000 97.76766269145647
