Average Rejection Rate
Time
Rejection Rate

0 0.0
1000 0.0
2000 8.929889298892988
3000 19.250666248628313
4000 28.505970563732298
5000 36.69416567443442
6000 39.092454710675966
7000 42.0479302832244
8000 42.716950110466016
9000 42.21811361913249
10000 42.72147548091667
11000 44.13777352225512
12000 45.50655811849842
13000 46.012806370900485
14000 46.45671696499481
15000 47.53386134067952
16000 47.52759740259741
17000 47.979918842992404
18000 48.05980991585447
19000 48.29268774508351
20000 48.295888067571575
21000 47.64535363295704
22000 46.957032750943654
23000 47.050830108931116
24000 46.57086198459914
25000 45.83696698918376
26000 45.1882364135175
27000 44.889968999961724
28000 44.595223668848924
29000 44.61862542112439
30000 44.36503011241027
31000 44.14537566283314
32000 43.72822008054176
33000 43.69650978387659
34000 43.56349729234626
35000 43.57534285650896
36000 43.57195984220586
37000 43.38337085889666
38000 43.258203371357546
39000 42.86463295523318
40000 42.67435790659073
41000 42.58463910615811
42000 42.72143957109451
43000 42.61170618658678
44000 42.51535444879561
45000 42.30282872946522
46000 42.099958595741896
47000 41.7889828583644
48000 41.716354680321444
49000 41.7420199270884
50000 41.65823829918984
51000 41.39977600739531
52000 41.297946183085685
53000 41.28750430514362
54000 41.30362634688143
55000 41.21634651766251
56000 41.057389273114254
57000 41.0127139317523
58000 40.94062893618838
59000 40.81221184620518
60000 40.70155785539811
61000 40.58174703235985
62000 40.30016813929607
63000 40.137623837051954
64000 40.16312748720085
65000 40.034313397134355
66000 40.08940023765707
67000 39.94088176565328
68000 39.83155101543836
69000 39.616940900279815
70000 39.665214193672625
71000 39.69139828781084
72000 39.536893629308935
73000 39.35202981132902
74000 39.376100917068854
75000 38.92276344027706
76000 38.84920974755693
77000 38.92316912743077
78000 38.47282945270688
79000 38.30807336096642
80000 38.35847896411289
81000 38.364637842758796
82000 38.16504923585741
83000 38.21410814651443
84000 38.2837436129262
85000 38.263220282612586
86000 38.26086956521739
87000 38.156968232499
88000 38.04023483156227
89000 37.988263569728446
90000 38.03647598397002
91000 37.98725955162979
92000 37.81582235329042
93000 37.7833455341699
94000 37.79390472325163
95000 37.782940462973066
96000 37.75415165626922
97000 37.68565005739214
98000 37.560065372558974
99000 37.50166156598489
